-44.76044504,168.00914099
-44.76109404,168.00835299
-44.76158380,168.00716237
-44.76194004,168.00629799
-44.76272405,168.00621199
-44.76390204,168.00510599
-44.76512705,168.00447599
-44.76584404,168.00426999
-44.76686004,168.00474499
-44.76745904,168.00383999
-44.76738804,168.00337599
-44.76712105,168.00189499
-44.76648105,168.00173799
-44.76650804,168.00086299
-44.76783304,168.00215499
-44.76427505,167.99742899
-44.76932104,168.00251899
-44.78111693,168.01308016
-44.80022215,168.02186790
-44.79939122,168.02247478
-44.75978604,168.00976599
-44.75945504,168.01077299
-44.75915604,168.01234699
-44.75861293,168.01367394
-44.75746279,168.01485033
-44.75647804,168.01561599
-44.75732168,168.01462321
-44.75237305,168.01772199
-44.75198205,168.01740699
-44.75063304,168.01825099
-44.76357204,167.98905599
-44.76308604,167.98876499
-44.76262504,167.98817299
-44.76189004,167.98774499
-44.76134304,167.98783299
-44.76079805,167.98808899
-44.76044804,167.98759699
-44.75961104,167.98647799
-44.75945805,167.98617299
-44.75927704,167.98561999
-44.75905004,167.98492299
-44.75894304,167.98385299
-44.75914805,167.98387199
-44.74956687,168.01776131
-44.74964705,168.01952099
-44.75010005,168.02118799
-44.76240205,167.99157099
-44.76279004,167.99238199
-44.76425204,167.99380199
-44.76309905,167.99586399
-44.76348805,167.99637399
-44.76460604,167.99842799
-44.76519904,168.00014499
-44.76605504,168.00021399
-44.76626705,168.00529799
-44.76785104,168.00531199
-44.76683404,168.00686999
-44.76617305,168.00719399
-44.76680804,168.00612899
-44.76702404,168.00549299
-44.78112904,168.01304799
-44.76727513,168.00274344
-44.64620804,167.93449399
-44.64738604,167.93525599
-44.64820305,167.93577298
-44.64888156,167.93630215
-44.65012904,167.93575698
-44.65137004,167.93615299
-44.65215271,167.93648392
-44.65638605,167.93518799
-44.65642632,167.93486446
-44.65653704,167.93446998
-44.65673869,167.93414789
-44.65691804,167.93369099
-44.65560792,167.93567757
-44.65464598,167.93616820
-44.65347453,167.93654317
-44.65266504,167.93646498
-44.65157404,167.93633599
-44.65043804,167.93594798
-44.64938504,167.93576499
-44.64851904,167.93599198
-44.64772404,167.93531798
-44.64603104,167.93454499
-44.65840004,167.93363298
-44.65881604,167.93376499
-44.64639876,167.93483384
-44.64658547,167.93480860
-44.64751070,167.93526171
-44.64837361,167.93592045
-44.64913276,167.93638807
-44.65022720,167.93582547
-44.65133041,167.93599615
-44.65235350,167.93650750
-44.65347453,167.93654317
-44.65587102,167.93526626
-44.65651620,167.93424223
-44.76853104,168.00216299
-44.76414504,167.99737599
-44.76737304,168.00239499
-44.76602004,168.00548499
-44.76778705,168.00214899
-44.76528204,168.00022299
-44.76519904,168.00014499
-44.76519904,168.00014499
-44.76519904,168.00014499
-44.76519904,168.00014499
-44.76605504,168.00021399
-44.76605504,168.00021399
-44.76605504,168.00021399
-44.76605504,168.00021399
-44.76723257,168.00180553
-44.76713496,168.00260837
-44.76738195,168.00346047
-44.76854820,168.00226491
-44.76712805,168.00205499
-44.76700656,168.00218898
-44.76386105,168.00510299
-44.76513104,168.00456599
-44.76683004,168.00481199
-44.76743404,168.00247899
-44.76779404,168.00223399
-44.76654904,168.00178699
-44.76609304,168.00028899
-44.76533805,168.00024999
-44.76455104,167.99978399
-44.76471108,168.00013713
-44.76435104,168.00126299
-44.76417105,168.00141599
-44.76396505,168.00182099
-44.76372404,168.00236099
-44.76367204,168.00274799
-44.76335604,168.00280199
-44.76305504,168.00305199
-44.76640805,168.00107299
-44.76345704,168.00357999
-44.76455605,167.99986799
-44.76481005,168.00041999
-44.76420304,168.00129399
-44.76296004,168.00289999
-44.76219104,168.00555899
-44.76270505,168.00622599
-44.76620104,168.00556399
-44.76785305,168.00279899
-44.76826004,168.00265999
-44.76337004,168.00347999
-44.76349004,168.00357999
