name,name-new,name-template, latitude, latitude-new,Lat-Match, longitude, longitude-new,Long-Match, elevation, time, time-new, comment, Type-from template,, symbol, description,Comment- from template,More Info Here
BP08,BP08,BP08,-45.463045,-45.463046,,167.15748,167.157469,,25.032833,2021-03-01 02:46:37+00:00,2021-06-24 03:04:20+00:00,A24,A24,, Pin Blue,Line 1,,
BP09,BP09,BP09,-45.463345,-45.463352,,167.157482,167.157475,,41.744884,2021-03-01 02:44:38+00:00,2021-06-24 03:04:20+00:00,DOC200,DOC200,, Pin Red,Line 1,,
BP10,BP10,BP10,-45.463629,-45.46363,,167.157457,167.157447,,53.779259,2021-03-01 02:43:03+00:00,2021-06-24 03:04:20+00:00,A24,A24,, Pin Blue,Line 1,,
BP11,BP11,BP11,-45.464035,-45.464037,,167.157498,167.157494,,61.625385,2021-03-01 02:41:13+00:00,2021-06-24 03:04:20+00:00,A24,A24,, Pin Blue,Line 1,,
BP12,BP12,BP12,-45.464227,-45.46423,,167.157924,167.157922,,60.855202,2021-03-01 02:38:28+00:00,2021-06-24 03:04:19+00:00,DOC200,DOC200,, Pin Red,Line 1,,
BP13,BP13,BP13,-45.464436,-45.464437,,167.158103,167.158092,,52.185066,2021-03-01 02:37:10+00:00,2021-06-24 03:04:19+00:00,A24,A24,, Pin Blue,Line 1,,
BP0.2,BP0.2,BP0.2,-45.463938,-45.463946,,167.1531,167.15309,,20.309067,2021-03-01 03:32:41+00:00,2021-06-24 03:04:20+00:00,A24,A24,, Pin Blue,Line 2,,
BP14,BP14,BP14,-45.464329,-45.464337,,167.153335,167.153331,,26.433802,2021-03-01 03:35:32+00:00,2021-06-24 03:04:20+00:00,A24,A24,, Pin Blue,Line 2,,
BP15,BP15,BP15,-45.464337,-45.464343,,167.153632,167.153624,,36.02346,2021-03-01 03:39:18+00:00,2021-06-24 03:04:20+00:00,A24,A24,, Pin Blue,Line 2,,
BP16,BP16,BP16,-45.464525,-45.46453,,167.153943,167.153938,,41.437988,2021-03-01 03:41:06+00:00,2021-06-24 03:04:20+00:00,DOC200,DOC200,, Pin Red,Line 2,,
BP17,BP17,BP17,-45.464478,-45.46448,,167.1542,167.154199,,39.749222,2021-03-01 03:42:37+00:00,2021-06-24 03:04:20+00:00,A24,A24,, Pin Blue,Line 2,,
BP18,BP18,BP18,-45.464565,-45.464565,Match,167.154636,167.154625,,30.527458,2021-03-01 03:44:21+00:00,2021-06-24 03:04:20+00:00,A24,A24,, Pin Blue,Line 2,,
BP19,BP19,BP19,-45.464769,-45.464773,,167.155173,167.155166,,32.280613,2021-03-01 03:46:12+00:00,2021-06-24 03:04:20+00:00,DOC200,DOC200,, Pin Red,Line 2,,
BP20,BP20,BP20,-45.464694,-45.464699,,167.155648,167.155647,,30.912422,2021-03-01 03:47:53+00:00,2021-06-24 03:04:20+00:00,A24,A24,, Pin Blue,Line 2,,
BP21,BP21,BP21,-45.464541,-45.464541,Match,167.155918,167.155907,,31.87981,2021-03-01 03:49:28+00:00,2021-06-24 03:04:20+00:00,A24,A24,, Pin Blue,Line 2,,
BP22,BP22,BP22,-45.464766,-45.464774,,167.156253,167.156241,,37.034203,2021-03-01 03:51:36+00:00,2021-06-24 03:04:20+00:00,DOC200,DOC200,, Pin Red,Line 2,,
BP27,BP27,BP27,-45.465423,-45.465424,,167.153481,167.153474,,58.910099,2021-03-01 01:10:41+00:00,2021-06-24 03:04:19+00:00,DOC200,DOC200,, Pin Red,Line 3,,
BP28,BP28,BP28,-45.465629,-45.465634,,167.153716,167.153708,,59.558823,2021-03-01 01:09:22+00:00,2021-06-24 03:04:19+00:00,A24,A24,, Pin Blue,Line 3,,
BP29,BP29,BP29,-45.46594,-45.465942,,167.154445,167.154444,,65.044601,2021-03-01 01:06:47+00:00,2021-06-24 03:04:19+00:00,A24,A24,, Pin Blue,Line 3,,
BP30,BP30,BP30,-45.465844,-45.465847,,167.154687,167.154684,,70.517097,2021-03-01 01:03:42+00:00,2021-06-24 03:04:19+00:00,DOC200,DOC200,, Pin Red,Line 3,,
BP31,BP31,BP31,-45.46563,-45.46563,Match,167.154501,167.154489,,66.669121,2021-03-01 01:01:36+00:00,2021-06-24 03:04:19+00:00,A24,A24,, Pin Blue,Line 3,,
BP32,BP32,BP32,-45.465431,-45.465432,,167.153976,167.153972,,61.698624,2021-03-01 00:57:46+00:00,2021-06-24 03:04:19+00:00,DOC200,DOC200,, Pin Red,Line 3,,
BP23,BP23,BP23,-45.464722,-45.464727,,167.156745,167.156732,,62.975327,2021-03-01 02:16:18+00:00,2021-06-24 03:04:19+00:00,DOC200,DOC200,, Pin Red,Line 4,,
BP24,BP24,BP24,-45.464797,-45.464805,,167.157024,167.157018,,75.501312,2021-03-01 02:25:58+00:00,2021-06-24 03:04:19+00:00,A24,A24,, Pin Blue,Line 4,,
BP25,BP25,BP25,-45.464556,-45.46456,,167.15733,167.157325,,75.030815,2021-03-01 02:22:35+00:00,2021-06-24 03:04:19+00:00,A24,A24,, Pin Blue,Line 4,,
BP26,BP26,BP26,-45.464566,-45.46457,,167.15772,167.157707,,70.594307,2021-03-01 02:29:47+00:00,2021-06-24 03:04:19+00:00,DOC200,DOC200,, Pin Red,Line 4,,
BP27.4,BP27.4,BP27.4,-45.46475,-45.46475,Match,167.157882,167.157881,,64.048279,2021-03-01 02:31:42+00:00,2021-06-24 03:10:22+00:00,A24,A24,, Pin Blue,Line 4,,
BP44,BP44,BP44,-45.466559,-45.466567,,167.152057,167.152051,,98.843773,2021-03-01 01:19:09+00:00,2021-06-24 03:04:19+00:00,A24,A24,, Pin Blue,Line 4,,
BP45,BP45,BP45,-45.466874,-45.466881,,167.152401,167.152389,,91.993797,2021-03-01 01:22:08+00:00,2021-06-24 03:04:19+00:00,A24,A24,, Pin Blue,Line 4,,
BP45.4,BP45.4,BP45.4,-45.467236,-45.46724,,167.15273,167.152723,,99.009644,2021-03-01 01:26:26+00:00,2021-06-24 03:04:19+00:00,A24,A24,, Pin Blue,Line 4,,
BP46,BP46,BP46,-45.467252,-45.467255,,167.152839,167.152836,,92.49247,2021-03-01 01:28:13+00:00,2021-06-24 03:04:19+00:00,DOC200,DOC200,, Pin Red,Line 4,,
BP47,BP47,BP47,-45.467266,-45.467268,,167.153273,167.15327,,83.955704,2021-03-01 01:30:45+00:00,2021-06-24 03:04:19+00:00,A24,A24,, Pin Blue,Line 4,,
BP48,BP48,BP48,-45.467273,-45.467276,,167.153601,167.153589,,84.167526,2021-03-01 01:32:30+00:00,2021-06-24 03:04:19+00:00,DOC200,DOC200,, Pin Red,Line 4,,
BP49,BP49,BP49,-45.467126,-45.46713,,167.15392,167.153911,,77.048462,2021-03-01 01:35:43+00:00,2021-06-24 03:04:19+00:00,A24,A24,, Pin Blue,Line 4,,
BP49.4,BP49.4,BP49.4,-45.466929,-45.466936,,167.153987,167.153982,,75.054749,2021-03-01 01:37:28+00:00,2021-06-24 03:04:19+00:00,DOC200,DOC200,, Pin Red,Line 4,,
BP50,BP50,BP50,-45.466738,-45.466741,,167.154045,167.154041,,76.205254,2021-03-01 01:39:57+00:00,2021-06-24 03:04:19+00:00,A24,A24,, Pin Blue,Line 4,,
BP51,BP51,BP51,-45.466704,-45.466704,Match,167.15439,167.154377,,83.188019,2021-03-01 01:42:10+00:00,2021-06-24 03:04:19+00:00,DOC200,DOC200,, Pin Red,Line 4,,
BP52,BP52,BP52,-45.466598,-45.466601,,167.154467,167.154465,,86.26825,2021-03-01 01:43:40+00:00,2021-06-24 03:04:19+00:00,A24,A24,, Pin Blue,Line 4,,
BP53,BP53,BP53,-45.466539,-45.466543,,167.154741,167.15474,,80.116631,2021-03-01 01:45:42+00:00,2021-06-24 03:04:19+00:00,DOC200,DOC200,, Pin Red,Line 4,,
BP53.4,BP53.4,BP53.4,-45.46636,-45.466364,,167.15478,167.154771,,71.65863,2021-03-01 01:47:28+00:00,2021-06-24 03:04:19+00:00,A24,A24,, Pin Blue,Line 4,,
BP54.4,BP54.4,BP54.4,-45.466212,-45.466216,,167.154697,167.154684,,68.855789,2021-03-01 01:49:39+00:00,2021-06-24 03:04:19+00:00,DOC200,DOC200,, Pin Red,Line 4,,
BP55.4,BP55.4,BP55.4,-45.466099,-45.466104,,167.154798,167.154785,,70.281342,2021-03-01 01:51:08+00:00,2021-06-24 03:04:19+00:00,A24,A24,, Pin Blue,Line 4,,
BP56.4,BP56.4,BP56.4,-45.465911,-45.465914,,167.155121,167.155112,,72.995186,2021-03-01 01:53:16+00:00,2021-06-24 03:04:19+00:00,A24,A24,, Pin Blue,Line 4,,
BP58.4,BP58.4,BP58.4,-45.465781,-45.465782,,167.155543,167.155535,,70.018654,2021-03-01 01:59:43+00:00,2021-06-24 03:04:19+00:00,A24,A24,, Pin Blue,Line 4,,
BP59.4,BP59.4,BP59.4,-45.465702,-45.46571,,167.155895,167.155888,,72.343536,2021-03-01 02:02:15+00:00,2021-06-24 03:04:19+00:00,A24,A24,, Pin Blue,Line 4,,
BP60.4,BP60.4,BP60.4,-45.465265,-45.465269,,167.155895,167.155882,,61.223221,2021-03-01 02:04:33+00:00,2021-06-24 03:04:19+00:00,A24,A24,, Pin Blue,Line 4,,
BP61,BP61,BP61,-45.465166,-45.465169,,167.15604,167.156033,,69.345482,2021-03-01 02:06:51+00:00,2021-06-24 03:04:19+00:00,DOC200,DOC200,, Pin Red,Line 4,,
BP62,BP62,BP62,-45.465138,-45.465139,,167.156167,167.156164,,69.247459,2021-03-01 02:08:25+00:00,2021-06-24 03:04:19+00:00,A24,A24,, Pin Blue,Line 4,,
BP63,BP63,BP63,-45.46488,-45.464883,,167.156435,167.156434,,55.353573,2021-03-01 02:10:37+00:00,2021-06-24 03:04:19+00:00,A24,A24,, Pin Blue,Line 4,,
BP64,BP64,BP64,-45.464812,-45.464812,Match,167.156452,167.156441,,51.979195,2021-03-01 02:13:27+00:00,2021-06-24 03:04:19+00:00,A24,A24,, Pin Blue,Line 4,,
BP53.5,BP53.5,BP53.5,-45.461975,-45.46198,,167.149329,167.149328,,188.509552,2021-02-28 19:36:03+00:00,2021-06-24 03:10:22+00:00,A24,A24,, Pin Blue,Line 5,,
BP54,BP54,BP54,-45.461847,-45.461853,,167.149155,167.14915,,202.101562,2021-02-28 19:48:08+00:00,2021-06-24 03:04:19+00:00,A24,A24,, Pin Blue,Line 5,,
BP54.5,BP54.5,BP54.5,-45.46114,-45.461143,,167.148646,167.148635,,219.715271,2021-02-28 20:03:43+00:00,2021-06-24 03:04:19+00:00,A24,A24,, Pin Blue,Line 5,,
BP55,BP55,BP55,-45.460628,-45.460635,,167.148406,167.148393,,212.656723,2021-02-28 20:14:31+00:00,2021-06-24 03:04:19+00:00,A24,A24,, Pin Blue,Line 5,,
BP56,BP56,BP56,-45.460276,-45.460283,,167.148032,167.148021,,205.121765,2021-02-28 20:21:16+00:00,2021-06-24 03:04:19+00:00,A24,A24,, Pin Blue,Line 5,,
BP57,BP57,BP57,-45.460149,-45.460153,,167.14759,167.147586,,215.467514,2021-02-28 20:32:09+00:00,2021-06-24 03:04:19+00:00,A24,A24,, Pin Blue,Line 5,,
BP58,BP58,BP58,-45.459701,-45.459702,,167.148107,167.148106,,206.43924,2021-02-28 20:39:04+00:00,2021-06-24 03:04:19+00:00,A24,A24,, Pin Blue,Line 5,,
BP59,BP59,BP59,-45.459531,-45.459535,,167.148179,167.148175,,194.410507,2021-02-28 20:48:11+00:00,2021-06-24 03:04:19+00:00,A24,A24,, Pin Blue,Line 5,,
BP60,BP60,BP60,-45.45907,-45.459073,,167.148123,167.148121,,175.738297,2021-02-28 20:55:48+00:00,2021-06-24 03:04:19+00:00,A24,A24,, Pin Blue,Line 5,,
BP70,BP70,BP70,-45.465762,-45.465768,,167.152819,167.152811,,42.002918,2021-02-28 22:36:45+00:00,2021-06-24 03:04:19+00:00,DOC200,DOC200,, Pin Red,Line 6,,
BP71,BP71,BP71,-45.465755,-45.465759,,167.152457,167.152454,,42.967293,2021-02-28 22:42:56+00:00,2021-06-24 03:04:19+00:00,A24,A24,, Pin Blue,Line 6,,
BP72,BP72,BP72,-45.465653,-45.465655,,167.152195,167.152183,,55.017143,2021-02-28 22:47:13+00:00,2021-06-24 03:04:19+00:00,A24,A24,, Pin Blue,Line 6,,
BP73,BP73,BP73,-45.465648,-45.465649,,167.15189,167.15189,Match,68.814079,2021-02-28 22:51:57+00:00,2021-06-24 03:04:19+00:00,DOC200,DOC200,, Pin Red,Line 6,,
BP74,BP74,BP74,-45.465433,-45.465441,,167.15152,167.151515,,81.076782,2021-02-28 22:57:16+00:00,2021-06-24 03:04:19+00:00,A24,A24,, Pin Blue,Line 6,,
BP75,BP75,BP75,-45.465066,-45.465071,,167.151164,167.151157,,93.073631,2021-02-28 23:02:14+00:00,2021-06-24 03:04:19+00:00,A24,A24,, Pin Blue,Line 6,,
BP76,BP76,BP76,-45.46521,-45.465212,,167.150928,167.150925,,108.217377,2021-02-28 23:07:37+00:00,2021-06-24 03:04:19+00:00,DOC200,DOC200,, Pin Red,Line 6,,
BP76.6,BP76.6,BP76.6,-45.465062,-45.465067,,167.15073,167.150722,,125.212807,2021-02-28 23:17:09+00:00,2021-06-24 03:04:19+00:00, No Trap, No Trap,, Navaid Black,Line 6,,
BP77,BP77,BP77,-45.465055,-45.465063,,167.150301,167.150288,,151.314484,2021-02-28 23:20:49+00:00,2021-06-24 03:04:19+00:00,A24,A24,, Pin Blue,Line 6,,
BP78,BP78,BP78,-45.464916,-45.464921,,167.150166,167.150162,,164.997482,2021-02-28 23:25:46+00:00,2021-06-24 03:04:19+00:00,A24,A24,, Pin Blue,Line 6,,
BP78.6,BP78.6,BP78.6,-45.465061,-45.465067,,167.149513,167.149507,,186.063461,2021-02-28 23:35:25+00:00,2021-06-24 03:04:19+00:00,A24 down hill,A24 down hill,, Pin Blue,Line 6,,
BP79,BP79,BP79,-45.465018,-45.465019,,167.149622,167.149614,,193.359573,2021-02-28 23:36:52+00:00,2021-06-24 03:04:19+00:00,A24,A24,, Pin Blue,Line 6,,
BP80,BP80,BP80,-45.464874,-45.464875,,167.149259,167.149258,,221.153473,2021-02-28 23:44:12+00:00,2021-06-24 03:04:19+00:00,A24,A24,, Pin Blue,Line 6,,
BP81,BP81,BP81,-45.464807,-45.464812,,167.148927,167.148919,,232.546707,2021-02-28 23:50:33+00:00,2021-06-24 03:04:19+00:00,A24,A24,, Pin Blue,Line 6,,
BP82,BP82,BP82,-45.46456,-45.464562,,167.148949,167.148945,,235.754959,2021-02-28 23:55:13+00:00,2021-06-24 03:04:19+00:00,A24,A24,, Pin Blue,Line 6,,
BP83,BP83,BP83,-45.464264,-45.464266,,167.148804,167.148797,,240.668991,2021-02-28 23:58:43+00:00,2021-06-24 03:04:19+00:00,A24,A24,, Pin Blue,Line 6,,
BP84,BP84,BP84,-45.464004,-45.464011,,167.148736,167.148734,,236.377335,2021-03-01 00:02:48+00:00,2021-06-24 03:04:19+00:00,A24,A24,, Pin Blue,Line 6,,
BP85,BP85,BP85,-45.463761,-45.463767,,167.148378,167.148375,,235.779617,2021-03-01 00:07:55+00:00,2021-06-24 03:04:19+00:00,A24,A24,, Pin Blue,Line 6,,
BPA01,BPA01,BPA01,-45.463719,-45.463721,,167.15431,167.154303,,19.394974,2021-03-01 18:48:56+00:00,2021-06-24 03:04:20+00:00,A12,A12,, Pin Green,Line 7,Removed to line 2,
BPA02,BPA02,BPA02,-45.463505,-45.463513,,167.153588,167.153583,,20.532106,2021-03-01 18:45:31+00:00,2021-06-24 03:04:20+00:00,A12,A12,, Pin Green,Line 7,Counters,
BPA03,BPA03,BPA03,-45.464019,-45.464025,,167.153227,167.153222,,24.546474,2021-03-01 18:55:25+00:00,2021-06-24 03:04:20+00:00,A12,A12,, Pin Green,Line 7,,
BPA04,,BPA04,-45.463447,,,167.15299,,,19.522469,2021-03-01 18:51:04+00:00,,A12,A12,, Pin Green,Line 7,Counters. Removed to line 2,
BPA05,BPA05,BPA05,-45.464015,-45.464019,,167.153633,167.153632,,26.367428,2021-03-01 18:56:30+00:00,2021-06-24 03:04:20+00:00,A12,A12,, Pin Green,Line 7,Removed to line 2,
BPT01,,BPT01,-45.458399,,,167.150725,,,17.673618,2021-03-01 18:33:00+00:00,, Trapinator, Trapinator,, Pin Green,Line 7,? Missed,
BPT02,,BPT02,-45.462147,,,167.152094,,,20.708523,2021-03-01 18:41:54+00:00,, Trapinator, Trapinator,, Pin Green,Line 7,,
BPT03,,BPT03,-45.459134,,,167.150921,,,19.401604,2021-03-01 18:35:24+00:00,, Trapinator, Trapinator,, Pin Green,Line 7,,
BPT04,,BPT04,-45.460451,,,167.151384,,,17.093588,2021-03-01 18:38:35+00:00,, Trapinator, Trapinator,, Pin Green,Line 7,,
BPT05,BPT05,BPT05,-45.4658,-45.465808,,167.158333,167.158321,,35.897243,2021-03-01 19:06:46+00:00,2021-06-24 03:04:20+00:00, Trapinator, Trapinator,, Pin Green,Line 7,,
BPT06,BPT06,BPT06,-45.466609,-45.466616,,167.158812,167.1588,,31.37886,2021-03-01 19:08:29+00:00,2021-06-24 03:04:20+00:00, Trapinator, Trapinator,, Pin Green,Line 7,"Broken, too low, moved higher",
BPT07,BPT07,BPT07,-45.467704,-45.467709,,167.159761,167.159749,,21.857111,2021-03-01 19:10:20+00:00,2021-06-24 03:04:20+00:00, Trapinator, Trapinator,, Pin Green,Line 7,,
BPT08,BPT08,BPT08,-45.464882,-45.464889,,167.158134,167.158122,,46.232666,2021-03-01 19:03:24+00:00,2021-06-24 03:04:20+00:00, Trapinator, Trapinator,, Pin Green,Line 7,,
BPT09,BPT09,BPT09,-45.468211,-45.468212,,167.159905,167.159901,,17.120449,2021-03-01 19:11:35+00:00,2021-06-24 03:04:20+00:00, Trapinator, Trapinator,, Pin Green,Line 7,,
BPT10,BPT10,BPT10,-45.469326,-45.469327,,167.160425,167.160413,,15.682059,2021-03-01 19:15:01+00:00,2021-06-24 03:04:20+00:00, Trapinator, Trapinator,, Pin Green,Line 7,,
L01,L01,L01,-45.486374,-45.48638,,167.169442,167.169433,,141.43808,2021-03-01 19:50:49+00:00,2021-06-24 03:04:20+00:00,DOC200,DOC200,, Pin Red,Line 8,,
L02,L02,L02,-45.486534,-45.486534,Match,167.169273,167.169264,,151.237137,2021-03-01 19:52:43+00:00,2021-06-24 03:04:20+00:00,A24,A24,, Pin Blue,Line 8,,
L03,L03,L03,-45.48672,-45.486723,,167.169621,167.169616,,161.115799,2021-03-01 19:54:31+00:00,2021-06-24 03:04:20+00:00,DOC200,DOC200,, Pin Red,Line 8,,
L04,L04,L04,-45.486963,-45.48697,,167.169717,167.169705,,172.532318,2021-03-01 19:56:16+00:00,2021-06-24 03:04:20+00:00,A24,A24,, Pin Blue,Line 8,,
L05,L05,L05,-45.487213,-45.487218,,167.169619,167.169615,,182.108597,2021-03-01 19:58:01+00:00,2021-06-24 03:04:20+00:00,DOC200,DOC200,, Pin Red,Line 8,,
L06,L06,L06,-45.487408,-45.487412,,167.169713,167.169711,,194.696594,2021-03-01 20:00:03+00:00,2021-06-24 03:04:20+00:00,A24,A24,, Pin Blue,Line 8,,
L07,L07,L07,-45.487654,-45.487658,,167.169766,167.169762,,208.177719,2021-03-01 20:02:09+00:00,2021-06-24 03:04:20+00:00,DOC200,DOC200,, Pin Red,Line 8,,
L08,L08,L08,-45.487747,-45.487754,,167.169544,167.169534,,219.993988,2021-03-01 20:04:31+00:00,2021-06-24 03:04:20+00:00,DOC200,DOC200,, Pin Red,Line 8,,
L09,L09,L09,-45.48811,-45.48811,Match,167.16964,167.169638,,225.25238,2021-03-01 20:06:38+00:00,2021-06-24 03:04:20+00:00,DOC200,DOC200,, Pin Red,Line 8,"Sprung, egg gone. Weight tested.",
L10,L10,L10,-45.488375,-45.488382,,167.1695,167.169495,,232.642471,2021-03-01 20:08:51+00:00,2021-06-24 03:04:20+00:00,DOC200,DOC200,, Pin Red,Line 8,,
L11,L11,L11,-45.488586,-45.488587,,167.169466,167.169461,,239.580872,2021-03-01 20:10:42+00:00,2021-06-24 03:04:20+00:00,DOC200,DOC200,, Pin Red,Line 8,,
L12,L12,L12,-45.488782,-45.488786,,167.169129,167.16912,,258.638214,2021-03-01 20:13:47+00:00,2021-06-24 03:04:20+00:00,DOC200,DOC200,, Pin Red,Line 8,,
L13,L13,L13,-45.488966,-45.488967,,167.168791,167.168782,,261.033783,2021-03-01 20:15:54+00:00,2021-06-24 03:04:20+00:00, No Trap, No Trap,, Navaid Black,Line 8,,
L14,L14,L14,-45.489153,-45.489153,Match,167.168562,167.168558,,268.1922,2021-03-01 20:17:30+00:00,2021-06-24 03:04:20+00:00, No Trap, No Trap,, Navaid Black,Line 8,,
L15,L15,L15,-45.489259,-45.489261,,167.168213,167.168201,,267.655457,2021-03-01 20:19:22+00:00,2021-06-24 03:04:20+00:00, No Trap, No Trap,, Navaid Black,Line 8,,
L16,L16,L16,-45.489283,-45.489284,,167.167782,167.167776,,266.150879,2021-03-01 22:32:51+00:00,2021-06-24 03:04:20+00:00, No Trap, No Trap,, Navaid Black,Line 8,,
L17,L17,L17,-45.48913,-45.489132,,167.167453,167.167446,,261.949615,2021-03-01 22:31:35+00:00,2021-06-24 03:04:20+00:00, No Trap, No Trap,, Navaid Black,Line 8,,
L18,L18,L18,-45.489244,-45.489245,,167.167018,167.167012,,247.168213,2021-03-01 22:29:03+00:00,2021-06-24 03:04:20+00:00, No Trap, No Trap,, Navaid Black,Line 8,,
L19,L19,L19,-45.489073,-45.489081,,167.166443,167.166441,,235.958786,2021-03-01 22:27:01+00:00,2021-06-24 03:04:20+00:00, No Trap, No Trap,, Navaid Black,Line 8,,
L20,L20,L20,-45.489501,-45.489503,,167.166076,167.166064,,239.098862,2021-03-01 22:24:32+00:00,2021-06-24 03:04:20+00:00, No Trap, No Trap,, Navaid Black,Line 8,,
L21,L21,L21,-45.489671,-45.489674,,167.165737,167.165726,,229.861191,2021-03-01 22:22:39+00:00,2021-06-24 03:04:20+00:00, No Trap, No Trap,, Navaid Black,Line 8,,
L22,L22,L22,-45.489612,-45.489612,Match,167.165397,167.165387,,214.654144,2021-03-01 22:20:26+00:00,2021-06-24 03:04:20+00:00, No Trap, No Trap,, Navaid Black,Line 8,,
L23,L23,L23,-45.489474,-45.489478,,167.164898,167.164889,,201.534988,2021-03-01 22:17:10+00:00,2021-06-24 03:04:20+00:00, No Trap, No Trap,, Navaid Black,Line 8,,
L24,L24,L24,-45.489421,-45.489427,,167.164246,167.164242,,201.410812,2021-03-01 22:15:26+00:00,2021-06-24 03:04:20+00:00, No Trap, No Trap,, Navaid Black,Line 8,,
L25,L25,L25,-45.489634,-45.489641,,167.164024,167.164015,,213.023804,2021-03-01 22:14:08+00:00,2021-06-24 03:04:20+00:00, No Trap, No Trap,, Navaid Black,Line 8,,
L26,L26,L26,-45.490067,-45.490072,,167.163833,167.163829,,224.00264,2021-03-01 22:12:29+00:00,2021-06-24 03:04:20+00:00, No Trap, No Trap,, Navaid Black,Line 8,,
L27,L27,L27,-45.490746,-45.490752,,167.163937,167.163925,,221.796295,2021-03-01 22:10:57+00:00,2021-06-24 03:04:20+00:00, No Trap, No Trap,, Navaid Black,Line 8,,
L28,L28,L28,-45.491128,-45.49113,,167.163578,167.163566,,223.989426,2021-03-01 22:09:07+00:00,2021-06-24 03:04:20+00:00, No Trap, No Trap,, Navaid Black,Line 8,,
L29,L29,L29,-45.491252,-45.491256,,167.163578,167.163566,,234.656464,2021-03-01 22:06:51+00:00,2021-06-24 03:04:20+00:00, No Trap, No Trap,, Navaid Black,Line 8,,
L30,L30,L30,-45.49138,-45.49138,Match,167.163368,167.163361,,235.531082,2021-03-01 22:04:38+00:00,2021-06-24 03:04:20+00:00, No Trap, No Trap,, Navaid Black,Line 8,,
L31,L31,L31,-45.490778,-45.490784,,167.162099,167.162092,,222.375717,2021-03-01 22:03:07+00:00,2021-06-24 03:04:20+00:00, No Trap, No Trap,, Navaid Black,Line 8,,
L32,L32,L32,-45.490909,-45.490917,,167.161715,167.161707,,226.960892,2021-03-01 21:56:17+00:00,2021-06-24 03:04:20+00:00, No Trap, No Trap,, Navaid Black,Line 8,,
L33,L33,L33,-45.490895,-45.490903,,167.161255,167.161247,,212.373352,2021-03-01 21:54:34+00:00,2021-06-24 03:04:20+00:00, No Trap, No Trap,, Navaid Black,Line 8,,
L34,L34,L34,-45.490895,-45.490903,,167.160731,167.160723,,207.577026,2021-03-01 21:53:31+00:00,2021-06-24 03:04:20+00:00, No Trap, No Trap,, Navaid Black,Line 8,,
L35,L35,L35,-45.490985,-45.490992,,167.160183,167.160176,,206.390717,2021-03-01 21:51:08+00:00,2021-06-24 03:04:20+00:00, No Trap, No Trap,, Navaid Black,Line 8,,
